Higuain,https://www.fantacalcio.it/serie-a/squadre/napoli/higuain/408/2015-16/statistico
Dybala,https://www.fantacalcio.it/serie-a/squadre/juventus/dybala/309/2015-16/statistico
Icardi,https://www.fantacalcio.it/serie-a/squadre/inter/icardi/277/2015-16/statistico
Bacca,https://www.fantacalcio.it/serie-a/squadre/milan/bacca/377/2015-16/statistico
Salah,https://www.fantacalcio.it/serie-a/squadre/roma/salah/646/2015-16/statistico
Pogba,https://www.fantacalcio.it/serie-a/squadre/juventus/pogba/303/2015-16/statistico
Belotti,https://www.fantacalcio.it/serie-a/squadre/torino/belotti/441/2015-16/statistico
Maccarone,https://www.fantacalcio.it/serie-a/squadre/empoli/maccarone/153/2015-16/statistico
Morata,https://www.fantacalcio.it/serie-a/squadre/juventus/morata/313/2015-16/statistico
Hamsik,https://www.fantacalcio.it/serie-a/squadre/napoli/hamsik/402/2015-16/statistico
Pavoletti,https://www.fantacalcio.it/serie-a/squadre/genoa/pavoletti/247/2015-16/statistico
Mandzukic,https://www.fantacalcio.it/serie-a/squadre/juventus/mandzukic/312/2015-16/statistico
Candreva,https://www.fantacalcio.it/serie-a/squadre/lazio/candreva/332/2015-16/statistico
Insigne,https://www.fantacalcio.it/serie-a/squadre/napoli/insigne/409/2015-16/statistico
Vazquez,https://www.fantacalcio.it/serie-a/squadre/palermo/vazquez/449/2015-16/statistico
Callejon,https://www.fantacalcio.it/serie-a/squadre/napoli/callejon/406/2015-16/statistico
Perisic,https://www.fantacalcio.it/serie-a/squadre/inter/perisic/704/2015-16/statistico
Paloschi,https://www.fantacalcio.it/serie-a/squadre/chievo/paloschi/126/2015-16/statistico
Pjanic,https://www.fantacalcio.it/serie-a/squadre/roma/pjanic/469/2015-16/statistico
Thereau,https://www.fantacalcio.it/serie-a/squadre/udinese/thereau/606/2015-16/statistico
Immobile,https://www.fantacalcio.it/serie-a/squadre/torino/immobile/785/2015-16/statistico
El Shaarawy,https://www.fantacalcio.it/serie-a/squadre/roma/el-shaarawy/795/2015-16/statistico
Ilicic,https://www.fantacalcio.it/serie-a/squadre/fiorentina/ilicic/177/2015-16/statistico
Buffon,https://www.fantacalcio.it/serie-a/squadre/juventus/buffon/282/2015-16/statistico
Felipe Anderson,https://www.fantacalcio.it/serie-a/squadre/lazio/felipe-anderson/335/2015-16/statistico
Berardi,https://www.fantacalcio.it/serie-a/squadre/sassuolo/berardi/531/2015-16/statistico
Sansone,https://www.fantacalcio.it/serie-a/squadre/sassuolo/sansone/537/2015-16/statistico
Dzeko,https://www.fantacalcio.it/serie-a/squadre/roma/dzeko/647/2015-16/statistico
Gomez,https://www.fantacalcio.it/serie-a/squadre/atalanta/gomez/26/2015-16/statistico
Saponara,https://www.fantacalcio.it/serie-a/squadre/empoli/saponara/150/2015-16/statistico
Borja Valero,https://www.fantacalcio.it/serie-a/squadre/fiorentina/borja-valero/172/2015-16/statistico
Jovetic,https://www.fantacalcio.it/serie-a/squadre/inter/jovetic/278/2015-16/statistico
Nainggolan,https://www.fantacalcio.it/serie-a/squadre/roma/nainggolan/467/2015-16/statistico
Eder,https://www.fantacalcio.it/serie-a/squadre/inter/eder/506/2015-16/statistico
Kalinic,https://www.fantacalcio.it/serie-a/squadre/fiorentina/kalinic/652/2015-16/statistico
Cuadrado,https://www.fantacalcio.it/serie-a/squadre/juventus/cuadrado/697/2015-16/statistico
Gilardino,https://www.fantacalcio.it/serie-a/squadre/palermo/gilardino/698/2015-16/statistico
Perotti,https://www.fantacalcio.it/serie-a/squadre/roma/perotti/237/2015-16/statistico
Klose,https://www.fantacalcio.it/serie-a/squadre/lazio/klose/346/2015-16/statistico
Bonaventura,https://www.fantacalcio.it/serie-a/squadre/milan/bonaventura/367/2015-16/statistico
Gabbiadini,https://www.fantacalcio.it/serie-a/squadre/napoli/gabbiadini/407/2015-16/statistico
Mertens,https://www.fantacalcio.it/serie-a/squadre/napoli/mertens/410/2015-16/statistico
Muriel,https://www.fantacalcio.it/serie-a/squadre/sampdoria/muriel/507/2015-16/statistico
Quagliarella,https://www.fantacalcio.it/serie-a/squadre/sampdoria/quagliarella/568/2015-16/statistico
Toni,https://www.fantacalcio.it/serie-a/squadre/verona/toni/638/2015-16/statistico
Denis,https://www.fantacalcio.it/serie-a/squadre/atalanta/denis/35/2015-16/statistico
Allan,https://www.fantacalcio.it/serie-a/squadre/napoli/allan/397/2015-16/statistico
Gervinho,https://www.fantacalcio.it/serie-a/squadre/roma/gervinho/474/2015-16/statistico
Zapata D.,https://www.fantacalcio.it/serie-a/squadre/udinese/zapata-d/608/2015-16/statistico
